,user_id,item_id,item_name,playtime_forever
90,76561197970982479,21090,F.E.A.R.,585.0
91,76561197970982479,21110,F.E.A.R.: Extraction Point,146.0
92,76561197970982479,21120,F.E.A.R.: Perseus Mandate,0.0
93,76561197970982479,49400,Magic: The Gathering - Duels of the Planeswalkers,32.0
94,76561197970982479,33910,Arma 2,3.0
95,76561197970982479,33930,Arma 2: Operation Arrowhead,3.0
96,76561197970982479,219540,Arma 2: Operation Arrowhead Beta (Obsolete),0.0
97,76561197970982479,17410,Mirror's Edge,0.0
98,76561197970982479,205790,Dota 2 Test,0.0
99,76561197970982479,50130,Mafia II,707.0
100,76561197970982479,62100,Chime,50.0
101,76561197970982479,31280,Poker Night at the Inventory,206.0
102,76561197970982479,57300,Amnesia: The Dark Descent,12.0
103,76561197970982479,21970,R.U.S.E,64.0
104,76561197970982479,8930,Sid Meier's Civilization V,10345.0
105,76561197970982479,41000,Serious Sam HD: The First Encounter,369.0
106,76561197970982479,41050,Serious Sam Classic: The First Encounter,76.0
107,76561197970982479,41060,Serious Sam Classic: The Second Encounter,0.0
108,76561197970982479,227780,Serious Sam Classics: Revolution,0.0
109,76561197970982479,18040,DeathSpank,594.0
110,76561197970982479,22380,Fallout: New Vegas,43.0
111,76561197970982479,42700,Call of Duty: Black Ops,966.0
112,76561197970982479,42710,Call of Duty: Black Ops - Multiplayer,2452.0
113,76561197970982479,62000,Flight Control HD,25.0
114,76561197970982479,40800,Super Meat Boy,119.0
115,76561197970982479,9500,Gish,6.0
116,76561197970982479,18700,And Yet It Moves,0.0
117,76561197970982479,31270,Puzzle Agent,0.0
118,76561197970982479,58200,Jolly Rover,0.0
119,76561197970982479,70400,Recettear: An Item Shop's Tale,537.0
120,76561197970982479,41300,Altitude,50.0
121,76561197970982479,41800,Gratuitous Space Battles,149.0
122,76561197970982479,42500,DogFighter,0.0
123,76561197970982479,49900,Plain Sight,23.0
124,76561197970982479,55000,Flotilla,0.0
125,76561197970982479,34330,Total War: SHOGUN 2,1538.0
126,76561197970982479,63200,Monday Night Combat,573.0
127,76561197970982479,99810,Bulletstorm,2.0
128,76561197970982479,620,Portal 2,887.0
129,76561197970982479,42910,Magicka,588.0
130,76561197970982479,15500,The Wonderful End of the World,0.0
131,76561197970982479,15540,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),4.0
132,76561197970982479,18500,Defense Grid: The Awakening,126.0
133,76561197970982479,26500,Cogs,0.0
134,76561197970982479,35460,The Ball,0.0
135,76561197970982479,38700,Toki Tori,0.0
136,76561197970982479,38720,RUSH,0.0
137,76561197970982479,63700,BIT.TRIP BEAT,0.0
138,76561197970982479,280,Half-Life: Source,0.0
139,76561197970982479,20920,The Witcher 2: Assassins of Kings Enhanced Edition,1343.0
140,76561197970982479,105600,Terraria,772.0
141,76561197970982479,98200,Frozen Synapse,9.0
142,76561197970982479,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,0.0
143,76561197970982479,4540,Titan Quest,3.0
144,76561197970982479,4550,Titan Quest: Immortal Throne,76.0
145,76561197970982479,9480,Saints Row 2,0.0
146,76561197970982479,15620,"Warhammer® 40,000™: Dawn of War® II",2085.0
147,76561197970982479,20500,Red Faction: Guerrilla Steam Edition,0.0
148,76561197970982479,20570,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",69.0
149,76561197970982479,50620,Darksiders,101.0
150,76561197970982479,55100,Homefront,51.0
151,76561197970982479,55140,MX vs. ATV Reflex,0.0
152,76561197970982479,56400,"Warhammer® 40,000™: Dawn of War® II – Retribution™",678.0
153,76561197970982479,475150,Titan Quest Anniversary Edition,0.0
154,76561197970982479,96100,Defy Gravity,9.0
155,76561197970982479,35450,Rising Storm/Red Orchestra 2 Multiplayer,14194.0
156,76561197970982479,236830,Red Orchestra 2: Heroes of Stalingrad - Single Player,0.0
157,76561197970982479,72850,The Elder Scrolls V: Skyrim,2512.0
158,76561197970982479,107100,Bastion,640.0
159,76561197970982479,57690,Tropico 4,1815.0
160,76561197970982479,91310,Dead Island,2078.0
161,76561197970982479,113200,The Binding of Isaac,1494.0
162,76561197970982479,65800,Dungeon Defenders,130.0
163,76561197970982479,9200,RAGE,653.0
164,76561197970982479,41070,Serious Sam 3: BFE,716.0
165,76561197970982479,48950,Greed Corp,72.0
166,76561197970982479,92800,SpaceChem,262.0
167,76561197970982479,104700,Super Monday Night Combat,44.0
168,76561197970982479,203770,Crusader Kings II,18.0
169,76561197970982479,203810,Dear Esther,86.0
170,76561197970982479,110800,L.A. Noire,1204.0
171,76561197970982479,207610,The Walking Dead,798.0
172,76561197970982479,98300,Toy Soldiers,110.0
173,76561197970982479,50300,Spec Ops: The Line,296.0
174,76561197970982479,204300,Awesomenauts,0.0
175,76561197970982479,1700,Arx Fatalis,0.0
176,76561197970982479,205100,Dishonored,1429.0
177,76561197970982479,211120,The Political Machine,1.0
178,76561197970982479,730,Counter-Strike: Global Offensive,23532.0
179,76561197970982479,49520,Borderlands 2,1303.0
180,76561197970982479,200260,Batman: Arkham City GOTY,100.0
181,76561197970982479,212680,FTL: Faster Than Light,500.0
182,76561197970982479,200710,Torchlight II,459.0
183,76561197970982479,219150,Hotline Miami,0.0
184,76561197970982479,215510,Rocketbirds: Hardboiled Chicken,0.0
185,76561197970982479,8870,BioShock Infinite,2084.0
186,76561197970982479,200510,XCOM: Enemy Unknown,3478.0
187,76561197970982479,220240,Far Cry® 3,182.0
188,76561197970982479,218680,Scribblenauts Unlimited,0.0
189,76561197970982479,228280,Baldur's Gate: Enhanced Edition,905.0
190,76561197970982479,212070,Star Conflict,0.0
191,76561197970982479,218230,PlanetSide 2,51.0
192,76561197970982479,236390,War Thunder,50.0
193,76561197970982479,3483,Peggle Extreme,0.0
194,76561197970982479,203160,Tomb Raider,0.0
195,76561197970982479,227080,Papo & Yo,81.0
196,76561197970982479,233450,Prison Architect,24.0
197,76561197970982479,43160,Metro: Last Light,712.0
198,76561197970982479,219740,Don't Starve,139.0
199,76561197970982479,322330,Don't Starve Together,0.0
200,76561197970982479,222730,Reus,319.0
201,76561197970982479,241600,Rogue Legacy,73.0
202,76561197970982479,238930,"7 Grand Steps, Step 1: What Ancients Begat",159.0
203,76561197970982479,217140,Rise of the Triad,199.0
204,76561197970982479,39140,FINAL FANTASY VII,2896.0
205,76561197970982479,225080,Brothers - A Tale of Two Sons,0.0
206,76561197970982479,239030,"Papers, Please",194.0
207,76561197970982479,248820,Risk of Rain,272.0
208,76561197970982479,239350,Spelunky,458.0
209,76561197970982479,218620,PAYDAY 2,574.0
210,76561197970982479,206420,Saints Row IV,0.0
211,76561197970982479,236850,Europa Universalis IV,89.0
212,76561197970982479,47790,Medal of Honor(TM) Single Player,230.0
213,76561197970982479,47830,Medal of Honor(TM) Multiplayer,0.0
214,76561197970982479,250320,The Wolf Among Us,500.0
215,76561197970982479,250900,The Binding of Isaac: Rebirth,329.0
216,76561197970982479,204450,Call of Juarez Gunslinger,241.0
217,76561197970982479,233270,Far Cry® 3 Blood Dragon,0.0
218,76561197970982479,251990,Long Live The Queen,135.0
219,76561197970982479,253980,Enclave,0.0
220,76561197970982479,236450,PAC-MAN Championship Edition DX+,154.0
221,76561197970982479,242050,Assassin's Creed IV Black Flag,1377.0
222,76561197970982479,257350,Baldur's Gate II: Enhanced Edition,0.0
223,76561197970982479,213670,South Park™: The Stick of Truth™,121.0
224,76561197970982479,238010,Deus Ex: Human Revolution - Director's Cut,2176.0
225,76561197970982479,245470,Democracy 3,246.0
226,76561197970982479,221910,The Stanley Parable,157.0
227,76561197970982479,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,467.0
228,76561197970982479,238430,Contagion,77.0
229,76561197970982479,261030,The Walking Dead: Season Two,567.0
230,76561197970982479,261570,Ori and the Blind Forest,39.0
231,76561197970982479,263980,Out There Somewhere,0.0
232,76561197970982479,39150,FINAL FANTASY VIII,15.0
233,76561197970982479,230230,Divinity: Original Sin (Classic),522.0
234,76561197970982479,373420,Divinity: Original Sin Enhanced Edition,0.0
235,76561197970982479,232790,Broken Age,216.0
236,76561197970982479,237990,The Banner Saga,19.0
237,76561197970982479,273620,Freespace 2,848.0
238,76561197970982479,222880,Insurgency,3031.0
239,76561197970982479,225840,Sven Co-op,26.0
240,76561197970982479,222900,Dead Island: Epidemic,0.0
241,76561197970982479,280220,Creeper World 3: Arc Eternal,941.0
242,76561197970982479,236430,DARK SOULS™ II,592.0
243,76561197970982479,201810,Wolfenstein: The New Order,599.0
244,76561197970982479,294860,Valkyria Chronicles™,1735.0
245,76561197970982479,295690,PARTICLE MACE,0.0
246,76561197970982479,238460,BattleBlock Theater,407.0
247,76561197970982479,237930,Transistor,154.0
248,76561197970982479,301480,GEARCRACK Arena,0.0
249,76561197970982479,303390,Dead Bits,0.0
250,76561197970982479,306660,Ultimate General: Gettysburg,1245.0
251,76561197970982479,316790,Grim Fandango Remastered,42.0
252,76561197970982479,318430,Squishy the Suicidal Pig,0.0
253,76561197970982479,241930,Middle-earth: Shadow of Mordor,889.0
254,76561197970982479,328080,Retro-Pixel Castles,5.0
255,76561197970982479,282070,This War of Mine,3.0
256,76561197970982479,333930,Dirty Bomb,2782.0
257,76561197970982479,334120,Armikrog,109.0
258,76561197970982479,257510,The Talos Principle,0.0
259,76561197970982479,319630,Life Is Strange™,37.0
260,76561197970982479,346010,Besiege,464.0
261,76561197970982479,255710,Cities: Skylines,246.0
262,76561197970982479,232090,Killing Floor 2,6494.0
263,76561197970982479,232150,Killing Floor 2 - SDK,0.0
264,76561197970982479,377160,Fallout 4,2001.0
265,76561197970982479,340170,FINAL FANTASY TYPE-0 HD,170.0
266,76561197970982479,391540,Undertale,395.0
267,76561197970982479,396660,Tahira: Echoes of the Astral Empire,0.0
268,76561197970982479,337000,Deus Ex: Mankind Divided™,1159.0
269,76561197970982479,368230,Kingdom: Classic,83.0
270,76561197970982479,496300,Kingdom: New Lands,0.0
271,76561197970982479,231430,Company of Heroes 2,0.0
272,76561197970982479,289130,Endless Legend,593.0
273,76561197970982479,268500,XCOM 2,1495.0
274,76561197970982479,461640,Sins Of The Demon RPG,0.0
275,76561197970982479,379720,DOOM,793.0
276,76561197970982479,273350,Evolve Stage 2,58.0
278,js41637,80,Counter-Strike: Condition Zero,0.0
279,js41637,100,Counter-Strike: Condition Zero Deleted Scenes,0.0
292,js41637,3910,Sid Meier's Civilization III: Complete,107.0
294,js41637,4000,Garry's Mod,412.0
295,js41637,6880,Just Cause,0.0
296,js41637,2200,Quake III Arena,114.0
297,js41637,2270,Wolfenstein 3D,0.0
298,js41637,2280,The Ultimate DOOM,0.0
299,js41637,2290,Final DOOM,0.0
300,js41637,2300,DOOM II: Hell on Earth,0.0
301,js41637,2310,Quake,16.0
302,js41637,2320,Quake II,0.0
303,js41637,2330,Quake II: The Reckoning,0.0
304,js41637,2340,Quake II: Ground Zero,0.0
305,js41637,2350,Quake III: Team Arena,0.0
306,js41637,2360,HeXen: Beyond Heretic,0.0
307,js41637,2370,HeXen: Deathkings of the Dark Citadel,0.0
308,js41637,2390,Heretic: Shadow of the Serpent Riders,0.0
309,js41637,9000,Wolfenstein 3D: Spear of Destiny,0.0
310,js41637,9010,Return to Castle Wolfenstein,0.0
311,js41637,9030,Quake Mission Pack 2: Dissolution of Eternity,0.0
312,js41637,9040,Quake Mission Pack 1: Scourge of Armagon,0.0
313,js41637,9050,DOOM 3,0.0
314,js41637,9060,HeXen II,0.0
315,js41637,9070,DOOM 3: Resurrection of Evil,0.0
316,js41637,9160,Master Levels for DOOM II,0.0
317,js41637,9180,Commander Keen Complete Pack,0.0
318,js41637,4760,Rome: Total War,51.0
324,js41637,2590,Alpha Prime,0.0
325,js41637,4230,Race: The WTCC Game,0.0
326,js41637,4290,RACE: Caterham Expansion,0.0
328,js41637,8600,RACE 07,0.0
329,js41637,8660,GTR Evolution,0.0
330,js41637,44630,RACE 07 - Formula RaceRoom Add-On,0.0
331,js41637,15310,The Settlers: Heritage of Kings,544.0
332,js41637,17100,Children of the Nile,0.0
333,js41637,17120,Children of the Nile: Alexandria,8.0
334,js41637,21000,LEGO Batman: The Videogame,17.0
337,js41637,17470,Dead Space,0.0
339,js41637,27000,The Path,75.0
341,js41637,23700,Puzzle Kingdoms,817.0
344,js41637,22330,The Elder Scrolls IV: Oblivion ,230.0
345,js41637,9870,Ghostbusters: The Video Game,0.0
347,js41637,12830,Operation Flashpoint: Dragon Rising,0.0
348,js41637,24800,Command and Conquer: Red Alert 3 - Uprising,35.0
351,js41637,40200,ItzaBitza,0.0
352,js41637,40210,ItzaZoo,0.0
355,js41637,39900,Coniclysm,0.0
358,js41637,46410,Avencast,0.0
359,js41637,33220,Tom Clancy's Splinter Cell: Conviction,48.0
366,js41637,48800,Ship Simulator Extremes,0.0
368,js41637,70100,Hacker Evolution,84.0
369,js41637,70110,Hacker Evolution - Untold,124.0
370,js41637,70120,Hacker Evolution Duality,0.0
372,js41637,9940,Blade Kitten,224.0
373,js41637,23490,Tropico 3 - Steam Special Edition,0.0
374,js41637,57600,Tropico 3: Absolute Power,1198.0
375,js41637,60600,ProtoGalaxy,0.0
376,js41637,33950,The Fish Fillets 2,0.0
378,js41637,12210,Grand Theft Auto IV,6.0
379,js41637,12220,Grand Theft Auto: Episodes from Liberty City,0.0
380,js41637,47810,Dragon Age: Origins - Ultimate Edition,41.0
381,js41637,39670,Chaser,0.0
382,js41637,90100,Hegemony: Philip of Macedon,0.0
386,js41637,72200,Universe Sandbox,163.0
389,js41637,65070,Ride 'em Low,0.0
392,js41637,31700,Iron Grip: Warlord,0.0
393,js41637,21100,F.E.A.R. 3,0.0
396,js41637,48210,The Settlers 7: Paths to a Kingdom - Gold Edition,22.0
397,js41637,91900,Post Apocalyptic Mayhem,74.0
398,js41637,70000,Dino D-Day,104.0
399,js41637,91600,Sanctum,43.0
400,js41637,41740,Cargo! - The quest for gravity,0.0
402,js41637,104200,BEEP,220.0
403,js41637,22600,Worms Reloaded,0.0
404,js41637,22610,Alien Breed: Impact,0.0
406,js41637,92100,DETOUR,215.0
408,js41637,104600,Portal 2 - The Final Hours,46.0
409,js41637,98500,Naval Warfare,0.0
410,js41637,94200,Jamestown,0.0
411,js41637,7600,Sid Meier's Railroads!,0.0
412,js41637,37100,Aztaka,0.0
416,js41637,16450,F.E.A.R. 2: Project Origin,0.0
417,js41637,97000,Solar 2,0.0
419,js41637,3270,Painkiller Overdose,0.0
420,js41637,15900,7 Wonders II,0.0
421,js41637,15910,Luxor: Amun Rising,0.0
422,js41637,15920,Luxor 2,0.0
423,js41637,15930,Luxor 3,0.0
424,js41637,15940,The Office,0.0
425,js41637,15950,Reaxxion,0.0
426,js41637,15960,Little Farm,251.0
427,js41637,15970,Luxor,0.0
428,js41637,15980,Money Tree,0.0
429,js41637,16000,Discovery! A Seek & Find Adventure,0.0
430,js41637,16020,Samantha Swift and the Hidden Roses of Athena,0.0
431,js41637,16030,7 Wonders: The Treasures of Seven,0.0
432,js41637,16040,Luxor: Quest for the Afterlife,0.0
433,js41637,16060,Samantha Swift and the Golden Touch,0.0
434,js41637,32110,Luxor Mahjong,0.0
435,js41637,32120,Chainz 2: Relinked,0.0
436,js41637,32130,Penguins' Journey,0.0
437,js41637,32140,Midnight Mysteries: The Edgar Allan Poe Conspiracy,0.0
438,js41637,32160,Zombie Bowl-O-Rama,0.0
439,js41637,60340,LUXOR: 5th Passage ,0.0
440,js41637,22650,Alien Breed 2: Assault,0.0
442,js41637,98800,Dungeons of Dredmor,75.0
443,js41637,22230,Rock of Ages,75.0
444,js41637,34830,Sniper: Ghost Warrior,0.0
446,js41637,61100,Lucid,0.0
447,js41637,32800,The Lord of the Rings: War in the North,0.0
449,js41637,65790,Arma: Cold War Assault,0.0
450,js41637,107200,Space Pirates and Zombies,86.0
451,js41637,111800,Blocks That Matter,95.0
452,js41637,28050,Deus Ex: Human Revolution,2159.0
453,js41637,17710,Nuclear Dawn,143.0
454,js41637,63000,HOARD,0.0
455,js41637,102840,Shank 2,194.0
456,js41637,55230,Saints Row: The Third,4326.0
458,js41637,115100,Costume Quest,101.0
459,js41637,80310,Gemini Rue,74.0
461,js41637,65730,Take On Helicopters,0.0
462,js41637,201280,Deus Ex: Human Revolution - The Missing Link,71.0
464,js41637,71340,Sonic Generations,0.0
466,js41637,48240,Anno 2070,723.0
468,js41637,61310,Fractal: Make Blooms Not War,0.0
469,js41637,24480,King Arthur II - The Role-playing Wargame,0.0
470,js41637,1600,Dangerous Waters,0.0
472,js41637,41900,The Bard's Tale,0.0
473,js41637,105450,Age of Empires® III: Complete Collection,285.0
474,js41637,8650,RACE 07: Andy Priaulx Crowne Plaza Raceway,0.0
475,js41637,48000,LIMBO,0.0
476,js41637,115110,Stacking,164.0
477,js41637,207170,Legend of Grimrock,0.0
478,js41637,207650,A Virus Named TOM,116.0
479,js41637,108200,Ticket to Ride,0.0
480,js41637,102600,Orcs Must Die!,0.0
481,js41637,208600,Lunar Flight,57.0
482,js41637,209610,Roller Coaster Rampage,0.0
483,js41637,15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,0.0
484,js41637,209360,AZMD! Scorepocalypse ,0.0
485,js41637,50510,Burn Zombie Burn,0.0
486,js41637,207690,Botanicula,0.0
487,js41637,210150,Pole Position 2012,0.0
489,js41637,205610,Port Royale 3,102.0
490,js41637,205350,Mortal Kombat Kollection,0.0
491,js41637,104900,ORION: Prelude,120.0
492,js41637,205530,Gratuitous Tank Battles,0.0
493,js41637,3990,Sid Meier's Civilization IV: Warlords,0.0
494,js41637,8800,Sid Meier's Civilization IV: Beyond the Sword,0.0
495,js41637,16810,Sid Meier's Civilization IV: Colonization,0.0
498,js41637,211360,Offspring Fling!,136.0
500,js41637,98400,Hard Reset,0.0
501,js41637,204180,Waveform,220.0
502,js41637,108800,Crysis 2 Maximum Edition,36.0
503,js41637,207730,Arena Wars 2,0.0
504,js41637,204100,Max Payne 3,140.0
505,js41637,207080,Indie Game: The Movie,281.0
506,js41637,209790,Splice,0.0
507,js41637,213330,LEGO Batman 2,0.0
509,js41637,212010,Galaxy on Fire 2™ Full HD,0.0
510,js41637,214360,Tower Wars,99.0
511,js41637,234740,Tower Wars Editor,0.0
512,js41637,201790,Orcs Must Die! 2,406.0
516,js41637,108700,Death Rally,10.0
517,js41637,204220,Snapshot,0.0
518,js41637,202170,Sleeping Dogs™,1195.0
520,js41637,33600,Broken Sword 2 - the Smoking Mirror: Remastered,0.0
521,js41637,214790,The Basement Collection,0.0
522,js41637,72000,Closure,63.0
525,js41637,218640,Lucius,122.0
526,js41637,209540,Strike Suit Zero,58.0
528,js41637,214560,Mark of the Ninja,268.0
529,js41637,206440,To the Moon,61.0
530,js41637,220780,Thomas Was Alone,0.0
531,js41637,204360,Castle Crashers,114.0
532,js41637,221260,Little Inferno,0.0
533,js41637,215790,Dream Pinball 3D,0.0
535,js41637,219910,Edna & Harvey: Harvey's New Eyes,103.0
536,js41637,220860,McPixel,219.0
537,js41637,65740,Carrier Command: Gaea Mission,0.0
540,js41637,34030,Napoleon: Total War,60.0
542,js41637,211160,Viking: Battle for Asgard,1.0
543,js41637,217060,Total War Battles: SHOGUN,0.0
544,js41637,43100,World of Zoo,0.0
547,js41637,217790,Dogfight 1942,0.0
549,js41637,223220,Giana Sisters: Twisted Dreams,105.0
550,js41637,4920,Natural Selection 2,103.0
551,js41637,33670,Disciples III: Renaissance,0.0
552,js41637,218740,Pid ,0.0
553,js41637,219950,NiGHTS into Dreams...,0.0
554,js41637,38600,Faerie Solitaire,194.0
555,js41637,224900,Iron Sky Invasion,0.0
556,js41637,223470,POSTAL 2,114.0
558,js41637,223630,AirBuccaneers,88.0
559,js41637,203140,Hitman: Absolution,227.0
560,js41637,205930,Hitman: Sniper Challenge,0.0
563,js41637,20540,Company of Heroes: Tales of Valor,0.0
566,js41637,55110,Red Faction: Armageddon,0.0
569,js41637,209190,Stealth Bastard Deluxe,124.0
570,js41637,226120,Weird Worlds: Return to Infinite Space,0.0
571,js41637,221640,Super Hexagon,21.0
572,js41637,34870,Sniper Ghost Warrior 2,0.0
573,js41637,224420,Afterfall InSanity Extended Edition,126.0
574,js41637,105000,A New Beginning - Final Cut,0.0
575,js41637,221300,Monopoly,70.0
576,js41637,209950,Triple Town,239.0
577,js41637,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",256.0
578,js41637,71230,Crazy Taxi,14.0
579,js41637,71240,SEGA Bass Fishing,0.0
580,js41637,71250,Sonic Adventure DX,0.0
581,js41637,71260,Space Channel 5: Part 2,0.0
582,js41637,222980,Dead Pixels,0.0
583,js41637,200900,Cave Story+,0.0
584,js41637,35720,Trine 2,100.0
585,js41637,209270,Hero Academy,15.0
586,js41637,224700,The Game of Life,20.0
587,js41637,227300,Euro Truck Simulator 2,551.0
588,js41637,204080,The Showdown Effect,152.0
589,js41637,219890,Antichamber,80.0
590,js41637,223850,3DMark,26.0
591,js41637,286080,Thinking with Time Machine,68.0
592,js41637,224580,Arma 2: DayZ Mod,0.0
593,js41637,225260,Brütal Legend,436.0
594,js41637,218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,185.0
595,js41637,217920,Alien Rage - Unlimited,0.0
596,js41637,227260,DisplayFusion,28.0
598,js41637,232950,Bridge Project,0.0
599,js41637,230150,Incredipede,0.0
600,js41637,225420,Cities in Motion 2,84.0
601,js41637,234490,Rush Bros,157.0
603,js41637,233740,Organ Trail: Director's Cut,169.0
605,js41637,235360,Prime World: Defenders,142.0
606,js41637,234900,Anodyne,160.0
607,js41637,233720,Surgeon Simulator,137.0
608,js41637,234710,Poker Night 2,450.0
609,js41637,220900,Jack Lumber,47.0
610,js41637,210770,Sanctum 2,121.0
611,js41637,113020,Monaco,116.0
612,js41637,22300,Fallout 3,0.0
613,js41637,235250,Super Sanctum TD,63.0
616,js41637,224760,FEZ,0.0
617,js41637,234650,Shadowrun Returns,224.0
619,js41637,236730,Anomaly 2,53.0
621,js41637,215690,Zeno Clash 2,102.0
623,js41637,57640,Broken Sword 1 - Shadow of the Templars: Director's Cut,0.0
624,js41637,236090,Dust: An Elysian Tail,73.0
625,js41637,18490,The Whispered World,0.0
626,js41637,268540,The Whispered World Special Edition,96.0
627,js41637,231160,The Swapper,59.0
628,js41637,231740,Knights of Pen and Paper +1,82.0
630,js41637,242760,The Forest,118.0
631,js41637,242800,Day One: Garry's Incident,55.0
632,js41637,242920,Banished,20.0
633,js41637,243120,Betrayer,109.0
634,js41637,228960,Skulls of the Shogun,229.0
635,js41637,242110,Joe Danger 2: The Movie,83.0
636,js41637,238050,The Apogee Throwback Pack,0.0
637,js41637,95000,Super Splatters,180.0
638,js41637,201420,Toki Tori 2+,65.0
