genres,user_id,playtime_forever,year
Strategy,deathnz1,0.0,2006
Strategy,76561197970628046,1984.0,2006
Strategy,chidori_647,0.0,2006
Strategy,76561198007539695,17.0,2006
Strategy,thebtb,386.0,2006
Strategy,deathnz1,0.0,2006
Strategy,76561197970628046,1150.0,2006
Strategy,76561198007539695,3.0,2006
Strategy,thebtb,4.0,2006
"Action, Indie, RPG",doctr,1.0,2006
"Action, Indie, RPG",MinxIsBetterThanPotatoes,0.0,2006
"Action, Indie, RPG",NitemarePK,126.0,2006
"Action, Indie, RPG",thequeenpanda,1716.0,2006
"Action, Indie, RPG",76561198043472122,73.0,2006
"Action, Indie, RPG",MarbleShrine,18.0,2006
"Action, Indie, RPG",bbaekhyun,0.0,2006
"Action, Indie, RPG",76561198048353577,192.0,2006
"Action, Indie, RPG",KanadeTheNeko,125.0,2006
"Action, Indie, RPG",VVillis,270.0,2006
"Action, Indie, RPG",76561198028895010,1.0,2006
"Action, Indie, RPG",UTNerd24,1.0,2006
"Action, Indie, RPG",sandwiches1,374.0,2006
"Action, Indie, RPG",AppaTheSwagBison,970.0,2006
"Action, Indie, RPG",76561198075895633,0.0,2006
"Action, Indie, RPG",kube134,11.0,2006
"Action, Indie, RPG",76561198102421718,1.0,2006
"Action, Indie, RPG",76561198056741844,63.0,2006
"Action, Indie, RPG",Coldaniel,446.0,2006
"Action, Indie, RPG",therealmorty,344.0,2006
"Action, Indie, RPG",76561198072186059,400.0,2006
"Action, Indie, RPG",Xx-Woods,292.0,2006
"Action, Indie, RPG",mimimomoma,283.0,2006
"Action, Indie, RPG",AVATAR715,1.0,2006
"Action, Indie, RPG",ohnospaghet,33.0,2006
"Action, Indie, RPG",BURNINGchicken3,15.0,2006
"Action, Indie, RPG",ZyhgarThestarweaver,0.0,2006
"Action, Indie, RPG",nubquake123,101.0,2006
"Action, Indie, RPG",relesprit,0.0,2006
"Action, Indie, RPG",PabloSanches,242.0,2006
"Action, Indie, RPG",killbunny38,104.0,2006
"Action, Indie, RPG",1337lolroflmao,207.0,2006
"Action, Indie, RPG",ReMiXOfficalSteam,57.0,2006
"Action, Indie, RPG",76561198060808273,372.0,2006
"Action, Indie, RPG",Mastic,0.0,2006
"Action, Indie, RPG",76561198084698198,444.0,2006
"Action, Indie, RPG",H1DD3NT3RR0R,42.0,2006
"Action, Indie, RPG",pikawuu2,0.0,2006
"Action, Indie, RPG",iamthetrashlord,458.0,2006
"Action, Indie, RPG",76561198016685643,0.0,2006
"Action, Indie, RPG",76561198051017916,0.0,2006
"Action, Indie, RPG",mrpfresh,86.0,2006
"Action, Indie, RPG",chidori_647,75.0,2006
"Action, Indie, RPG",76561198092227136,147.0,2006
"Action, Indie, RPG",76561198007584361,24.0,2006
"Action, Indie, RPG",I_DID_911_JUST_SAYING,0.0,2006
"Action, Indie, RPG",Aaron_ggf,65.0,2006
"Action, Indie, RPG",acorn13,1420.0,2006
"Action, Indie, RPG",AddzyTheBaddzy,123.0,2006
"Action, Indie, RPG",76561197997824340,119.0,2006
"Action, Indie, RPG",Agiegamma,1.0,2006
"Action, Indie, RPG",Agronoth,0.0,2006
"Action, Indie, RPG",NaruseAiria,667.0,2006
"Action, Indie, RPG",76561198003056556,44.0,2006
"Action, Indie, RPG",76561198089024454,55.0,2006
"Action, Indie, RPG",76561198018840908,0.0,2006
"Action, Indie, RPG",AlpacaRevolution,0.0,2006
"Action, Indie, RPG",76561198009001563,0.0,2006
"Action, Indie, RPG",76561198040021446,276.0,2006
"Action, Indie, RPG",AMV72,0.0,2006
"Action, Indie, RPG",76561198058301224,336.0,2006
"Action, Indie, RPG",76561198099625419,702.0,2006
"Action, Indie, RPG",uradumbtit,3.0,2006
"Action, Indie, RPG",76561197992148038,204.0,2006
"Action, Indie, RPG",76561198039441595,126.0,2006
"Action, Indie, RPG",benjamin27,231.0,2006
"Action, Indie, RPG",Aquilares,84.0,2006
"Action, Indie, RPG",armouredmarshmallow,113.0,2006
"Action, Indie, RPG",76561198045570160,706.0,2006
"Action, Indie, RPG",76561198030943851,0.0,2006
"Action, Indie, RPG",76561198076984454,77.0,2006
"Action, Indie, RPG",TeH-B-Rad,59.0,2006
"Action, Indie, RPG",BAW_Killer,241.0,2006
"Action, Indie, RPG",76561198018950738,1.0,2006
"Action, Indie, RPG",76561198076548816,31.0,2006
"Action, Indie, RPG",ZUERA12,60.0,2006
"Action, Indie, RPG",76561198010642927,206.0,2006
"Action, Indie, RPG",brendoboy,1557.0,2006
"Action, Indie, RPG",Infixation,41.0,2006
"Action, Indie, RPG",76561198047304525,224.0,2006
"Action, Indie, RPG",kinglemon1222,52.0,2006
"Action, Indie, RPG",76561198007342405,76.0,2006
"Action, Indie, RPG",76561198035363871,243.0,2006
"Action, Indie, RPG",bioturdz,137.0,2006
"Action, Indie, RPG",Blackhawk611,0.0,2006
"Action, Indie, RPG",76561197988863895,30.0,2006
"Action, Indie, RPG",76561198057521157,93.0,2006
"Action, Indie, RPG",Bluegills,303.0,2006
"Action, Indie, RPG",13lazer,90.0,2006
"Action, Indie, RPG",Bonesdontrattlethem,29.0,2006
"Action, Indie, RPG",76561198049456280,499.0,2006
"Action, Indie, RPG",dicksoutforboromir,653.0,2006
"Action, Indie, RPG",76561198064026657,383.0,2006
"Action, Indie, RPG",saint556,0.0,2006
"Action, Indie, RPG",xythesis,70.0,2006
"Action, Indie, RPG",76561198040467357,157.0,2006
"Action, Indie, RPG",76561198094074209,0.0,2006
"Action, Indie, RPG",76561198054155652,180.0,2006
"Action, Indie, RPG",76561198069050565,404.0,2006
"Action, Indie, RPG",76561198053685392,30.0,2006
"Action, Indie, RPG",76561198059718900,17.0,2006
"Indie, Strategy",js41637,0.0,2006
"Indie, Strategy",evcentric,158.0,2006
"Indie, Strategy",doctr,19.0,2006
"Indie, Strategy",NitemarePK,0.0,2006
"Indie, Strategy",cadmusthreepointoh,8.0,2006
"Indie, Strategy",ABSOLUTLY_NOTHING,16.0,2006
"Indie, Strategy",kube134,0.0,2006
"Indie, Strategy",sad-commie,27.0,2006
"Indie, Strategy",jonasdbomb,0.0,2006
"Indie, Strategy",DieMadchenschanderin,40.0,2006
"Indie, Strategy",CobRazor,0.0,2006
"Indie, Strategy",76561198055094875,0.0,2006
"Indie, Strategy",IAA_Recon_Dropbear,2016.0,2006
"Indie, Strategy",76561198061174192,178.0,2006
"Indie, Strategy",mrpfresh,64.0,2006
"Indie, Strategy",76561198074257942,39.0,2006
"Indie, Strategy",76561198063941075,58.0,2006
"Indie, Strategy",maxpaynepillkiller,0.0,2006
"Indie, Strategy",76561198056092813,107.0,2006
"Indie, Strategy",gsgg,102.0,2006
"Indie, Strategy",76561198098156489,0.0,2006
"Indie, Strategy",AMV72,35.0,2006
"Indie, Strategy",76561198058301224,0.0,2006
"Indie, Strategy",76561198034942509,16.0,2006
"Indie, Strategy",Aquilares,6.0,2006
"Indie, Strategy",76561198012909706,93.0,2006
"Indie, Strategy",rotflmaoman,136.0,2006
"Indie, Strategy",Array71,20.0,2006
"Indie, Strategy",ARTHERDUNGER10,42.0,2006
"Indie, Strategy",darkmassieh,9.0,2006
"Indie, Strategy",scroopy22,84.0,2006
"Indie, Strategy",Azrafael,30.0,2006
"Indie, Strategy",crispymemesmantheyremyfavourite,2.0,2006
"Indie, Strategy",76561198043660058,4.0,2006
"Indie, Strategy",BITCHPLESE,17.0,2006
"Indie, Strategy",limabeansaregross,0.0,2006
"Indie, Strategy",76561198007342405,75.0,2006
"Indie, Strategy",76561198035363871,264.0,2006
"Indie, Strategy",bitmat,0.0,2006
"Indie, Strategy",13lazer,36.0,2006
"Indie, Strategy",Bonesdontrattlethem,73.0,2006
"Indie, Strategy",boogs17,0.0,2006
"Indie, Strategy",dicksoutforboromir,171.0,2006
"Indie, Strategy",boydo,0.0,2006
"Indie, Strategy",Vladimirputinisgreatman,4.0,2006
"Indie, Strategy",76561197988846047,0.0,2006
"Indie, Strategy",76561198079326390,0.0,2006
"Indie, Strategy",1122305938,135.0,2006
"Indie, Strategy",calypto52,0.0,2006
"Action, Indie, RPG",doctr,15.0,2006
"Action, Indie, RPG",MinxIsBetterThanPotatoes,0.0,2006
"Action, Indie, RPG",NitemarePK,0.0,2006
"Action, Indie, RPG",thequeenpanda,46.0,2006
"Action, Indie, RPG",76561198043472122,25.0,2006
"Action, Indie, RPG",MarbleShrine,90.0,2006
"Action, Indie, RPG",bbaekhyun,0.0,2006
"Action, Indie, RPG",76561198048353577,185.0,2006
"Action, Indie, RPG",KanadeTheNeko,37.0,2006
"Action, Indie, RPG",VVillis,0.0,2006
"Action, Indie, RPG",76561198028895010,0.0,2006
"Action, Indie, RPG",UTNerd24,5.0,2006
"Action, Indie, RPG",sandwiches1,0.0,2006
"Action, Indie, RPG",AppaTheSwagBison,0.0,2006
"Action, Indie, RPG",76561198075895633,0.0,2006
"Action, Indie, RPG",kube134,0.0,2006
"Action, Indie, RPG",76561198102421718,19.0,2006
"Action, Indie, RPG",76561198056741844,0.0,2006
"Action, Indie, RPG",Coldaniel,0.0,2006
"Action, Indie, RPG",therealmorty,247.0,2006
"Action, Indie, RPG",76561198072186059,0.0,2006
"Action, Indie, RPG",Xx-Woods,151.0,2006
"Action, Indie, RPG",mimimomoma,0.0,2006
"Action, Indie, RPG",AVATAR715,19.0,2006
"Action, Indie, RPG",ohnospaghet,41.0,2006
"Action, Indie, RPG",BURNINGchicken3,0.0,2006
"Action, Indie, RPG",ZyhgarThestarweaver,0.0,2006
"Action, Indie, RPG",nubquake123,0.0,2006
"Action, Indie, RPG",relesprit,0.0,2006
"Action, Indie, RPG",PabloSanches,70.0,2006
"Action, Indie, RPG",killbunny38,0.0,2006
"Action, Indie, RPG",1337lolroflmao,0.0,2006
"Action, Indie, RPG",ReMiXOfficalSteam,0.0,2006
"Action, Indie, RPG",76561198060808273,222.0,2006
"Action, Indie, RPG",Mastic,0.0,2006
"Action, Indie, RPG",76561198084698198,0.0,2006
"Action, Indie, RPG",H1DD3NT3RR0R,0.0,2006
"Action, Indie, RPG",pikawuu2,0.0,2006
"Action, Indie, RPG",iamthetrashlord,267.0,2006
"Action, Indie, RPG",76561198016685643,0.0,2006
"Action, Indie, RPG",76561198051017916,0.0,2006
"Action, Indie, RPG",mrpfresh,0.0,2006
"Action, Indie, RPG",chidori_647,46.0,2006
"Action, Indie, RPG",76561198092227136,0.0,2006
"Action, Indie, RPG",76561198007584361,0.0,2006
"Action, Indie, RPG",I_DID_911_JUST_SAYING,0.0,2006
"Action, Indie, RPG",Aaron_ggf,6.0,2006
"Action, Indie, RPG",acorn13,192.0,2006
"Action, Indie, RPG",AddzyTheBaddzy,68.0,2006
"Action, Indie, RPG",76561197997824340,14.0,2006
"Action, Indie, RPG",Agiegamma,12.0,2006
"Action, Indie, RPG",Agronoth,0.0,2006
"Action, Indie, RPG",NaruseAiria,0.0,2006
"Action, Indie, RPG",76561198003056556,14.0,2006
"Action, Indie, RPG",76561198089024454,0.0,2006
"Action, Indie, RPG",76561198018840908,0.0,2006
"Action, Indie, RPG",AlpacaRevolution,0.0,2006
"Action, Indie, RPG",76561198009001563,0.0,2006
"Action, Indie, RPG",76561198040021446,0.0,2006
"Action, Indie, RPG",AMV72,0.0,2006
"Action, Indie, RPG",76561198058301224,0.0,2006
"Action, Indie, RPG",76561198099625419,0.0,2006
"Action, Indie, RPG",uradumbtit,0.0,2006
"Action, Indie, RPG",76561197992148038,184.0,2006
"Action, Indie, RPG",76561198039441595,0.0,2006
"Action, Indie, RPG",benjamin27,0.0,2006
"Action, Indie, RPG",Aquilares,0.0,2006
"Action, Indie, RPG",armouredmarshmallow,110.0,2006
"Action, Indie, RPG",76561198045570160,111.0,2006
"Action, Indie, RPG",76561198030943851,0.0,2006
"Action, Indie, RPG",76561198076984454,0.0,2006
"Action, Indie, RPG",TeH-B-Rad,0.0,2006
"Action, Indie, RPG",76561198018950738,82.0,2006
"Action, Indie, RPG",76561198076548816,0.0,2006
"Action, Indie, RPG",ZUERA12,0.0,2006
"Action, Indie, RPG",76561198010642927,18.0,2006
"Action, Indie, RPG",brendoboy,42.0,2006
"Action, Indie, RPG",Infixation,0.0,2006
"Action, Indie, RPG",76561198047304525,150.0,2006
"Action, Indie, RPG",kinglemon1222,43.0,2006
"Action, Indie, RPG",76561198007342405,0.0,2006
"Action, Indie, RPG",76561198035363871,0.0,2006
"Action, Indie, RPG",bioturdz,0.0,2006
"Action, Indie, RPG",Blackhawk611,0.0,2006
"Action, Indie, RPG",76561197988863895,0.0,2006
"Action, Indie, RPG",76561198057521157,0.0,2006
"Action, Indie, RPG",Bluegills,11.0,2006
"Action, Indie, RPG",13lazer,0.0,2006
"Action, Indie, RPG",Bonesdontrattlethem,47.0,2006
"Action, Indie, RPG",76561198049456280,0.0,2006
"Action, Indie, RPG",dicksoutforboromir,40.0,2006
"Action, Indie, RPG",76561198064026657,0.0,2006
"Action, Indie, RPG",saint556,0.0,2006
"Action, Indie, RPG",xythesis,0.0,2006
"Action, Indie, RPG",76561198040467357,0.0,2006
"Action, Indie, RPG",76561198094074209,0.0,2006
"Action, Indie, RPG",76561198054155652,0.0,2006
"Action, Indie, RPG",76561198069050565,0.0,2006
"Action, Indie, RPG",76561198053685392,0.0,2006
"Action, Indie, RPG",76561198059718900,0.0,2006
"Indie, Simulation",js41637,412.0,2006
"Indie, Simulation",Riot-Punch,68.0,2006
"Indie, Simulation",doctr,2527.0,2006
"Indie, Simulation",MinxIsBetterThanPotatoes,358.0,2006
"Indie, Simulation",NitemarePK,4654.0,2006
"Indie, Simulation",themanwich,737.0,2006
"Indie, Simulation",maplemage,28255.0,2006
"Indie, Simulation",corrupted_soul,2644.0,2006
"Indie, Simulation",jorellpogi,28218.0,2006
"Indie, Simulation",cadmusthreepointoh,2120.0,2006
"Indie, Simulation",76561198089393905,47269.0,2006
"Indie, Simulation",76561198156664158,269.0,2006
"Indie, Simulation",76561198077246154,4317.0,2006
"Indie, Simulation",WeiEDKrSat,16441.0,2006
"Indie, Simulation",thequeenpanda,255613.0,2006
"Indie, Simulation",death-hunter,243840.0,2006
"Indie, Simulation",DJKamBer,868.0,2006
"Indie, Simulation",Rainbow-Dashie,253.0,2006
"Indie, Simulation",btuty8trgt,230.0,2006
"Indie, Simulation",76561198043472122,9522.0,2006
"Indie, Simulation",MarbleShrine,20812.0,2006
"Indie, Simulation",fdcfelipefdc,860.0,2006
"Indie, Simulation",bbaekhyun,186.0,2006
"Indie, Simulation",Moomfina,70525.0,2006
"Indie, Simulation",PPanther,88162.0,2006
"Indie, Simulation",ABSOLUTLY_NOTHING,5217.0,2006
"Indie, Simulation",devvonst,5032.0,2006
"Indie, Simulation",Fr0stedLine,22124.0,2006
"Indie, Simulation",76561198048353577,84234.0,2006
"Indie, Simulation",76561198066046412,37.0,2006
"Indie, Simulation",tru_mu_,1730.0,2006
"Indie, Simulation",76561198070565427,4944.0,2006
"Indie, Simulation",SavageEeEe,6702.0,2006
"Indie, Simulation",KanadeTheNeko,44455.0,2006
"Indie, Simulation",Leaf_Light_Moscow,4548.0,2006
"Indie, Simulation",GoAwayZach,21495.0,2006
"Indie, Simulation",76561198054540475,5576.0,2006
"Indie, Simulation",76561198100701221,16119.0,2006
"Indie, Simulation",76561198085547365,11304.0,2006
"Indie, Simulation",76561198061252210,10836.0,2006
"Indie, Simulation",OfficialShroomsy,2401.0,2006
"Indie, Simulation",76561198056147391,1537.0,2006
"Indie, Simulation",8Bit-Ninja,6296.0,2006
"Indie, Simulation",76561198071500702,314.0,2006
"Indie, Simulation",76561198099905030,4326.0,2006
"Indie, Simulation",76561198047407223,3802.0,2006
"Indie, Simulation",latiano,14577.0,2006
"Indie, Simulation",kongtape,2675.0,2006
"Indie, Simulation",boydeer,8201.0,2006
"Indie, Simulation",76561198100297613,430.0,2006
"Indie, Simulation",VVillis,36214.0,2006
"Indie, Simulation",76561198094630961,30778.0,2006
"Indie, Simulation",12549,6009.0,2006
"Indie, Simulation",76561198028895010,68.0,2006
"Indie, Simulation",76561198092411867,1919.0,2006
"Indie, Simulation",diego9031,21928.0,2006
"Indie, Simulation",iampiepiepie,530.0,2006
"Indie, Simulation",76561198079863506,384.0,2006
"Indie, Simulation",jarrodtrim,70973.0,2006
"Indie, Simulation",76561198078738103,303466.0,2006
"Indie, Simulation",76561198067936203,1828.0,2006
"Indie, Simulation",76561198079770573,1696.0,2006
"Indie, Simulation",UpTheAss,469.0,2006
"Indie, Simulation",76561198075491015,7013.0,2006
"Indie, Simulation",76561198087586464,51100.0,2006
"Indie, Simulation",76561198086878953,76456.0,2006
"Indie, Simulation",Derp-e,174.0,2006
"Indie, Simulation",76561198070194565,94431.0,2006
"Indie, Simulation",Rivtex,7405.0,2006
"Indie, Simulation",UTNerd24,101311.0,2006
"Indie, Simulation",sandwiches1,4745.0,2006
"Indie, Simulation",76561198138053270,102731.0,2006
"Indie, Simulation",76561198062422084,1118.0,2006
"Indie, Simulation",Life-Of-Blu,304.0,2006
"Indie, Simulation",CaptianAutismo,43167.0,2006
"Indie, Simulation",maxgp,7648.0,2006
"Indie, Simulation",AppaTheSwagBison,15589.0,2006
"Indie, Simulation",knightboy991,9772.0,2006
"Indie, Simulation",76561198034678103,2545.0,2006
"Indie, Simulation",76561198075895633,2967.0,2006
"Indie, Simulation",TheDropix101,3818.0,2006
"Indie, Simulation",kube134,491.0,2006
"Indie, Simulation",iamthekingofbrowntown,23441.0,2006
"Indie, Simulation",gdxsd,1286.0,2006
"Indie, Simulation",yookobz,2770.0,2006
"Indie, Simulation",Posiblydead,415.0,2006
"Indie, Simulation",76561198093817084,8144.0,2006
"Indie, Simulation",76561198102421718,59192.0,2006
"Indie, Simulation",76561198079045885,12182.0,2006
"Indie, Simulation",76561198087407319,21.0,2006
"Indie, Simulation",damo131,415.0,2006
"Indie, Simulation",19702316748,1545.0,2006
"Indie, Simulation",sad-commie,21226.0,2006
"Indie, Simulation",76561198030567998,44607.0,2006
"Indie, Simulation",Coldaniel,7727.0,2006
"Indie, Simulation",therealmorty,111386.0,2006
"Indie, Simulation",itslonk,11152.0,2006
"Indie, Simulation",Berserklejerker,20913.0,2006
"Indie, Simulation",76561198088799241,1033.0,2006
"Indie, Simulation",76561198061730629,38816.0,2006
"Indie, Simulation",possessioniskey,8531.0,2006
"Indie, Simulation",76561198072732874,2967.0,2006
"Indie, Simulation",76561198093112529,5080.0,2006
"Indie, Simulation",sevqu,39.0,2006
"Indie, Simulation",whiteofwolfing,36840.0,2006
"Indie, Simulation",76561198056857968,33377.0,2006
"Indie, Simulation",sergarino,37016.0,2006
"Indie, Simulation",PyroCreed,1347.0,2006
"Indie, Simulation",76561198081962345,18539.0,2006
"Indie, Simulation",76561198094224872,14357.0,2006
"Indie, Simulation",76561198073210139,2050.0,2006
"Indie, Simulation",Nozomikat,9972.0,2006
"Indie, Simulation",76561198076933844,3038.0,2006
"Indie, Simulation",76561198072186059,44758.0,2006
"Indie, Simulation",xfluttersx,5675.0,2006
"Indie, Simulation",76561198056290589,3888.0,2006
"Indie, Simulation",ii_voltage_ii,6398.0,2006
"Indie, Simulation",76561198097762318,1838.0,2006
"Indie, Simulation",Hirukaz,2466.0,2006
"Indie, Simulation",StelerForYou,3098.0,2006
"Indie, Simulation",76561198183396245,307.0,2006
"Indie, Simulation",shinra420,42482.0,2006
"Indie, Simulation",Xx-Woods,54381.0,2006
"Indie, Simulation",kevinator23,19775.0,2006
"Indie, Simulation",tonyballoney,263.0,2006
"Indie, Simulation",76561198090715178,9098.0,2006
"Indie, Simulation",Child_Vs_Puddle,1084.0,2006
"Indie, Simulation",76561198073784601,9129.0,2006
"Indie, Simulation",mimimomoma,15157.0,2006
"Indie, Simulation",de_Butl3r,8263.0,2006
"Indie, Simulation",76561198157999555,488.0,2006
"Indie, Simulation",76561198027947401,270.0,2006
"Indie, Simulation",Bluezap1,108.0,2006
"Indie, Simulation",jonasdbomb,5415.0,2006
"Indie, Simulation",L1J1N,88.0,2006
"Indie, Simulation",Lord_Exploit,547.0,2006
"Indie, Simulation",76561198079106676,7589.0,2006
"Indie, Simulation",76561198092244787,2617.0,2006
"Indie, Simulation",Sanctus94,392.0,2006
"Indie, Simulation",76561197990792016,2285.0,2006
"Indie, Simulation",AVATAR715,84437.0,2006
"Indie, Simulation",76561198073987767,196.0,2006
"Indie, Simulation",Fluxxyz,3952.0,2006
"Indie, Simulation",76561198092150873,5478.0,2006
"Indie, Simulation",Nfkted_CS,5635.0,2006
"Indie, Simulation",A-Very-Sly-Person,3092.0,2006
"Indie, Simulation",76561198065656175,12839.0,2006
"Indie, Simulation",76561198188979775,2497.0,2006
"Indie, Simulation",76561198126640317,565.0,2006
"Indie, Simulation",DemonicWolvz,3990.0,2006
"Indie, Simulation",DieMadchenschanderin,3399.0,2006
"Indie, Simulation",76561198072706529,26194.0,2006
"Indie, Simulation",GGargula,363.0,2006
"Indie, Simulation",Myther43,3760.0,2006
"Indie, Simulation",getf0kinn0sc0pedm9,19872.0,2006
"Indie, Simulation",76561198097333029,219.0,2006
"Indie, Simulation",76561198072205329,1321.0,2006
"Indie, Simulation",Icamebackbitches,55.0,2006
"Indie, Simulation",Magjiikal,9525.0,2006
"Indie, Simulation",ohnospaghet,30373.0,2006
"Indie, Simulation",2768820078,3370.0,2006
"Indie, Simulation",76561198049968536,80.0,2006
"Indie, Simulation",2d4nk4m3,14249.0,2006
"Indie, Simulation",76561198074003102,14495.0,2006
"Indie, Simulation",76561198078478151,9381.0,2006
"Indie, Simulation",exiaez,8509.0,2006
"Indie, Simulation",BURNINGchicken3,36.0,2006
"Indie, Simulation",76561198066835162,1324.0,2006
"Indie, Simulation",76561198095921854,300.0,2006
"Indie, Simulation",EizanAratoFujimaki,1926.0,2006
"Indie, Simulation",POOTISSPENSOR,68976.0,2006
"Indie, Simulation",angorabug,14.0,2006
"Indie, Simulation",TeCool,85.0,2006
"Indie, Simulation",ZyhgarThestarweaver,17095.0,2006
"Indie, Simulation",2xDelorean,4037.0,2006
"Indie, Simulation",washington_,16363.0,2006
"Indie, Simulation",76561198088944293,40665.0,2006
"Indie, Simulation",nubquake123,1930.0,2006
"Indie, Simulation",Pyromanic,276.0,2006
"Indie, Simulation",76561198109656922,25031.0,2006
"Indie, Simulation",CobRazor,98685.0,2006
"Indie, Simulation",relesprit,687.0,2006
"Indie, Simulation",76561198090294067,720.0,2006
"Indie, Simulation",talove112345,9383.0,2006
"Indie, Simulation",76561198055094875,6502.0,2006
"Indie, Simulation",WitchHunter4542,57523.0,2006
"Indie, Simulation",pwrt,1365.0,2006
"Indie, Simulation",wantmahbody,984.0,2006
"Indie, Simulation",76561198043458582,15317.0,2006
"Indie, Simulation",smashiroshh,1600.0,2006
"Indie, Simulation",shark854,51.0,2006
"Indie, Simulation",PabloSanches,34725.0,2006
"Indie, Simulation",killbunny38,1832.0,2006
"Indie, Simulation",76561198047630659,0.0,2006
"Indie, Simulation",76561198069713121,6370.0,2006
"Indie, Simulation",1997-07-06_J077,17149.0,2006
